item_begin	object_id=17	object_name=[wooden_arrow]	drop_type=0	drop_anim_type=3	drop_radius=8.4	drop_height=4	drop_mesh={[dropitems.drop_quiver_m00]}	drop_texture={[dropitemstex.drop_quiver_t00]}	icon={[icon.etc_wooden_quiver_i00]}	mesh={[LineageWeapons.wooden_arrow_m00_et]}	texture={[LineageWeaponsTex.wooden_arrow_t00_et]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_branch]	equip_sound=[none]	etcitem_type=arrow	weight=6	consume_type=consume_type_stackable	material_type=wood	crystal_type=none	durability=0	item_end
item_begin	object_id=702	object_name=[wolf_pelt]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_leather_brown_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=703	object_name=[poison_sac]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_pouch_gray_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=704	object_name=[fever_medicine]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_lesser_potion_purple_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=705	object_name=[_orc_amulet]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.item_normal48]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=706	object_name=[basilisk_claw]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.item_normal141]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=707	object_name=[fungus_sac]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.etc_pouch_yellow_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=708	object_name=[sylph_headband]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.item_system03]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[none]	equip_sound=[none]	etcitem_type=none	weight=0	consume_type=consume_type_stackable	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=709	object_name=[sek_temp_upper001]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_squires_shirt_i00]}	mesh={[LineageWarriors.MFighter_m001_u]}	texture={[MFighter.MFighter_m001_t01_u]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_leather]	equip_sound=[ItemSound.item_drop_equip_armor_leather]	etcitem_type=none	weight=400	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=710	object_name=[sek_temp_upper002]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_leather_shirt_i00]}	mesh={[LineageWarriors.MFighter_m001_u]}	texture={[MFighter.MFighter_m001_t04_u]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_leather]	equip_sound=[ItemSound.item_drop_equip_armor_leather]	etcitem_type=none	weight=400	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=711	object_name=[sek_temp_upper003]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_mithril_banded_mail_i00]}	mesh={[LineageWarriors.MFighter_m002_u]}	texture={[MFighter.MFighter_m002_t10_u]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_bone]	equip_sound=[ItemSound.item_drop_equip_armor_bone]	etcitem_type=none	weight=800	consume_type=consume_type_normal	material_type=bone	crystal_type=none	durability=100	item_end
item_begin	object_id=712	object_name=[sek_temp_upper004]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_dwarven_scale_mail_i00]}	mesh={[LineageWarriors.MFighter_m003_u]}	texture={[MFighter.MFighter_m003_t40_u]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_metal]	equip_sound=[ItemSound.item_drop_equip_armor_metal]	etcitem_type=none	weight=1200	consume_type=consume_type_normal	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=713	object_name=[sek_temp_lower001]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_squires_pants_i00]}	mesh={[LineageWarriors.MFighter_m001_l]}	texture={[MFighter.MFighter_m001_t01_l]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_leather]	equip_sound=[ItemSound.item_drop_equip_armor_leather]	etcitem_type=none	weight=250	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=714	object_name=[sek_temp_lower002]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_leather_pants_i00]}	mesh={[LineageWarriors.MFighter_m001_l]}	texture={[MFighter.MFighter_m001_t04_l]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_leather]	equip_sound=[ItemSound.item_drop_equip_armor_leather]	etcitem_type=none	weight=300	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=715	object_name=[sek_temp_lower003]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_mithril_banded_gaiters_i00]}	mesh={[LineageWarriors.MFighter_m001_l]}	texture={[MFighter.MFighter_m001_t10_l]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_bone]	equip_sound=[ItemSound.item_drop_equip_armor_bone]	etcitem_type=none	weight=500	consume_type=consume_type_normal	material_type=bone	crystal_type=none	durability=100	item_end
item_begin	object_id=716	object_name=[sek_temp_lower004]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_dwarven_scale_mail_i00]}	mesh={[LineageWarriors.MFighter_m003_l]}	texture={[MFighter.MFighter_m003_t40_l]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_metal]	equip_sound=[ItemSound.item_drop_equip_armor_metal]	etcitem_type=none	weight=800	consume_type=consume_type_normal	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=717	object_name=[sek_temp_glove001]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_gauntlet_i00]}	mesh={[LineageWarriors.MFighter_m001_g]}	texture={[MFighter.MFighter_m001_t01_g]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_glove_boots]	equip_sound=[ItemSound.item_drop_equip_armor_glove_boots]	etcitem_type=none	weight=100	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=718	object_name=[sek_temp_glove002]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_gauntlet_i00]}	mesh={[LineageWarriors.MFighter_m001_g]}	texture={[MFighter.MFighter_m001_t04_g]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_glove_boots]	equip_sound=[ItemSound.item_drop_equip_armor_glove_boots]	etcitem_type=none	weight=150	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=719	object_name=[sek_temp_glove003]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_gauntlet_i00]}	mesh={[LineageWarriors.MFighter_m002_g]}	texture={[MFighter.MFighter_m002_t10_g]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_glove_boots]	equip_sound=[ItemSound.item_drop_equip_armor_glove_boots]	etcitem_type=none	weight=150	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=720	object_name=[sek_temp_glove004]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_gauntlet_i00]}	mesh={[LineageWarriors.MFighter_m003_g]}	texture={[MFighter.MFighter_m003_t40_g]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_glove_boots]	equip_sound=[ItemSound.item_drop_equip_armor_glove_boots]	etcitem_type=none	weight=200	consume_type=consume_type_normal	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=721	object_name=[sek_temp_boots001]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_iron_boots_i00]}	mesh={[LineageWarriors.MFighter_m001_b]}	texture={[MFighter.MFighter_m001_t01_b]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_glove_boots]	equip_sound=[ItemSound.item_drop_equip_armor_glove_boots]	etcitem_type=none	weight=150	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=722	object_name=[sek_temp_boots002]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_iron_boots_i00]}	mesh={[LineageWarriors.MFighter_m001_b]}	texture={[MFighter.MFighter_m001_t04_b]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_glove_boots]	equip_sound=[ItemSound.item_drop_equip_armor_glove_boots]	etcitem_type=none	weight=150	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=723	object_name=[sek_temp_boots003]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_feet99]}	mesh={[LineageWarriors.MFighter_m001_b]}	texture={[MFighter.MFighter_m001_t10_b]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_glove_boots]	equip_sound=[ItemSound.item_drop_equip_armor_glove_boots]	etcitem_type=none	weight=200	consume_type=consume_type_normal	material_type=leather	crystal_type=none	durability=100	item_end
item_begin	object_id=724	object_name=[sek_temp_boots004]	drop_type=0	drop_anim_type=0	drop_radius=2.7	drop_height=5	drop_mesh={[dropitems.drop_sack_m00]}	drop_texture={[dropitemstex.drop_sack_t00]}	icon={[icon.armor_iron_boots_i00]}	mesh={[LineageWarriors.MFighter_m003_b]}	texture={[MFighter.MFighter_m003_t40_b]}	crystallizable=0	drop_sound=[ItemSound.item_drop_equip_armor_glove_boots]	equip_sound=[ItemSound.item_drop_equip_armor_glove_boots]	etcitem_type=none	weight=250	consume_type=consume_type_normal	material_type=steel	crystal_type=none	durability=100	item_end
item_begin	object_id=725	object_name=[healing_drug]	drop_type=0	drop_anim_type=3	drop_radius=2.3	drop_height=5.5	drop_mesh={[dropitems.drop_test_tube_m00]}	drop_texture={[dropitemstex.drop_test_tube_black_t00]}	icon={[icon.etc_potion_red_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=726	object_name=[mana_drug]	drop_type=0	drop_anim_type=3	drop_radius=2.3	drop_height=5.5	drop_mesh={[dropitems.drop_test_tube_m00]}	drop_texture={[dropitemstex.drop_test_tube_black_t00]}	icon={[icon.etc_potion_blue_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=727	object_name=[_healing_potion]	drop_type=0	drop_anim_type=3	drop_radius=2.3	drop_height=5.5	drop_mesh={[dropitems.drop_test_tube_m00]}	drop_texture={[dropitemstex.drop_test_tube_black_t00]}	icon={[icon.item_system03]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=728	object_name=[mana_potion]	drop_type=0	drop_anim_type=3	drop_radius=2.3	drop_height=5.5	drop_mesh={[dropitems.drop_test_tube_m00]}	drop_texture={[dropitemstex.drop_test_tube_black_t00]}	icon={[icon.etc_reagent_blue_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=729	object_name=[scrl_of_ench_wp_a]	drop_type=0	drop_anim_type=3	drop_radius=6.7	drop_height=3.5	drop_mesh={[dropitems.drop_scroll_m00]}	drop_texture={[dropitemstex.drop_scroll_t00]}	icon={[icon.etc_scroll_of_enchant_armor_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_paper]	equip_sound=[none]	etcitem_type=scroll	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=730	object_name=[scrl_of_ench_am_a]	drop_type=0	drop_anim_type=3	drop_radius=6.7	drop_height=3.5	drop_mesh={[dropitems.drop_scroll_m00]}	drop_texture={[dropitemstex.drop_scroll_t00]}	icon={[icon.etc_scroll_of_enchant_weapon_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_paper]	equip_sound=[none]	etcitem_type=scroll	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=731	object_name=[cry_scrl_of_ench_wp_a]	drop_type=0	drop_anim_type=3	drop_radius=6.7	drop_height=3.5	drop_mesh={[dropitems.drop_scroll_m00]}	drop_texture={[dropitemstex.drop_scroll_t00]}	icon={[icon.etc_scroll_of_enchant_armor_i01]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_paper]	equip_sound=[none]	etcitem_type=scroll	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=732	object_name=[cry_scrl_of_ench_am_a]	drop_type=0	drop_anim_type=3	drop_radius=6.7	drop_height=3.5	drop_mesh={[dropitems.drop_scroll_m00]}	drop_texture={[dropitemstex.drop_scroll_t00]}	icon={[icon.etc_scroll_of_enchant_weapon_i01]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_paper]	equip_sound=[none]	etcitem_type=scroll	weight=120	consume_type=consume_type_normal	material_type=paper	crystal_type=none	durability=0	item_end
item_begin	object_id=733	object_name=[endeavor_potion]	drop_type=0	drop_anim_type=3	drop_radius=2.3	drop_height=5.5	drop_mesh={[dropitems.drop_test_tube_m00]}	drop_texture={[dropitemstex.drop_test_tube_black_t00]}	icon={[icon.etc_lesser_potion_yellow_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=734	object_name=[quick_step_potion]	drop_type=0	drop_anim_type=3	drop_radius=1.8	drop_height=6	drop_mesh={[dropitems.drop_lesser_potion_m00]}	drop_texture={[dropitemstex.drop_lesser_potion_green_t00]}	icon={[icon.etc_potion_green_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
item_begin	object_id=735	object_name=[swift_attack_potion]	drop_type=0	drop_anim_type=3	drop_radius=2.9	drop_height=6	drop_mesh={[dropitems.drop_potion_m00]}	drop_texture={[dropitemstex.drop_potion_green_t00]}	icon={[icon.etc_reagent_green_i00]}	mesh={[none]}	texture={[none]}	crystallizable=0	drop_sound=[ItemSound.itemdrop_etc_potion]	equip_sound=[none]	etcitem_type=potion	weight=180	consume_type=consume_type_stackable	material_type=liquid	crystal_type=none	durability=0	item_end
